rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
-0.15632499754428864,-0.566322922706604,-0.046462494879961014,0.08870230615139008,-0.023488283157348633,0.09061068296432495
-0.5764575600624084,-0.9504980444908142,-0.026692766696214676,0.02355314791202545,-0.02123880386352539,0.05948740243911743
-0.6286139488220215,-0.5201762318611145,-0.03216950595378876,-0.022704601287841797,0.028415679931640625,-0.0762450098991394
-0.1772875040769577,-0.14951691031455994,0.03580724447965622,0.03299548476934433,0.012464165687561035,-0.11612266302108765
0.14672932028770447,-0.2648274600505829,0.07703658193349838,0.02643643319606781,0.027039945125579834,0.0013956427574157715
-0.005306391045451164,-0.4387064278125763,0.06859438121318817,-0.026165425777435303,0.034409165382385254,0.06733697652816772
-0.13283757865428925,-0.3782198131084442,-0.050528399646282196,-0.04704038053750992,0.05020427703857422,-0.011633694171905518
0.026769064366817474,-0.36460211873054504,-0.19189104437828064,-0.025886952877044678,0.09414553642272949,0.003174901008605957
-0.014610834419727325,-0.49269965291023254,-0.06711219251155853,0.05239573121070862,0.07637500762939453,0.10236573219299316
-0.40220144391059875,-0.7839699387550354,0.10540350526571274,0.011045753955841064,0.04581862688064575,0.11038863658905029
-0.6475699543952942,-0.9330451488494873,-0.009303633123636246,-0.08651255071163177,0.06235182285308838,-0.0449373722076416
-0.4481814503669739,-0.5242342352867126,-0.12924441695213318,-0.061889246106147766,0.07563650608062744,-0.17673659324645996
-0.0023148469626903534,0.024571113288402557,0.012330603785812855,-0.00976022332906723,0.09025681018829346,-0.11881953477859497
0.13795049488544464,0.29434147477149963,0.22567641735076904,0.018573135137557983,0.0443379282951355,0.060984134674072266
-0.17186325788497925,0.1630965769290924,0.2939712405204773,0.007755011320114136,-0.032141804695129395,0.1607574224472046
-0.4642699956893921,-0.009867244400084019,0.24107493460178375,-0.005826801061630249,-0.06218034029006958,0.11416715383529663
-0.3856602907180786,-0.13912823796272278,0.1360631287097931,-0.02760005183517933,-0.04920804500579834,0.023191869258880615
-0.14047710597515106,-0.2696765065193176,0.09720928221940994,-0.020040422677993774,-0.04937082529067993,-0.004392445087432861
0.06389990448951721,-0.21556662023067474,0.12576720118522644,0.0027740299701690674,-0.017200350761413574,0.0054947733879089355
0.0013328850036486983,0.19950377941131592,0.2901962995529175,-0.008123889565467834,-0.020953357219696045,0.06332290172576904
-0.07311313599348068,0.2810491919517517,0.3345146179199219,-0.01924814283847809,-0.04066532850265503,0.10737168788909912
0.15989701449871063,0.10129352658987045,0.28451862931251526,-0.04985004663467407,-0.0630846619606018,0.09618645906448364
0.29406437277793884,0.1405608355998993,0.2032662034034729,-0.020432844758033752,-0.0360751748085022,0.1882076859474182
0.18582600355148315,0.18135730922222137,0.2896914780139923,-0.00034034252166748047,-0.013050198554992676,0.2315526008605957
0.14007312059402466,0.15703605115413666,0.36508697271347046,-0.008264809846878052,-0.007054626941680908,0.25249338150024414
0.07850473374128342,0.1696106344461441,0.3996800184249878,-0.015835240483283997,-0.02480393648147583,0.2528928518295288
-0.06153787672519684,0.32961586117744446,0.3965819478034973,-0.010302647948265076,-0.025773823261260986,0.2667102813720703
-0.090297631919384,0.3093233108520508,0.3642997443675995,-0.0012404322624206543,-0.02009338140487671,0.257429838180542
0.03587796911597252,0.2193836271762848,0.3674381375312805,0.010666431859135628,-0.0053597092628479,0.24108070135116577
0.12937527894973755,0.19409038126468658,0.46150335669517517,0.017107263207435608,-0.04374724626541138,0.2619026303291321
0.1517186015844345,0.06043214723467827,0.6014513969421387,-0.011142343282699585,-0.06164318323135376,0.23141837120056152
0.3801458775997162,-0.1452663242816925,0.6475995779037476,-0.0876508355140686,-0.007909238338470459,0.14385056495666504
0.6964879035949707,-0.27804985642433167,0.5444619059562683,-0.09656408429145813,0.03309148550033569,0.039573073387145996
0.8503516316413879,-0.2984958589076996,0.47575315833091736,-0.041406355798244476,0.04885673522949219,-0.04853135347366333
1.0008306503295898,-0.21996285021305084,0.3323661684989929,-0.053179964423179626,0.07799994945526123,-0.08896344900131226
0.6774232387542725,-0.06585384905338287,-0.08344380557537079,-0.014826089143753052,0.09275960922241211,-0.017841339111328125
0.0813109427690506,-0.1650094836950302,-0.28663426637649536,0.001728340983390808,0.21051675081253052,-0.04676353931427002
0.10942573100328445,-0.21852712333202362,-0.14044129848480225,0.001772657036781311,0.267991304397583,-0.24409246444702148
0.5608348250389099,0.3869478404521942,0.051466576755046844,0.05489138513803482,0.22285330295562744,-0.20473366975784302
0.29290610551834106,0.3466833531856537,-0.0010371808893978596,0.17512147128582,0.12779855728149414,-0.06457436084747314
-0.28707653284072876,0.012484091334044933,-0.18769675493240356,0.13429513573646545,0.17583966255187988,-0.13368499279022217
-0.7671114802360535,0.21980172395706177,0.06488832831382751,0.13458451628684998,0.12739229202270508,-0.24027806520462036
-1.0213478803634644,0.06169779598712921,0.2587514817714691,0.09652836620807648,0.025040149688720703,-0.33402812480926514
-0.7272585034370422,0.04065617918968201,-0.11974707990884781,0.08638009428977966,-0.01064765453338623,-0.4916764497756958
-0.5055489540100098,0.17486703395843506,-0.15380188822746277,0.1722320020198822,-0.09292042255401611,-0.5777664184570312
-0.453389972448349,0.5152472257614136,0.06545057147741318,0.1437361091375351,-0.08270156383514404,-0.5224883556365967
-0.5078133940696716,0.12454614043235779,-0.0476987399160862,0.1158561259508133,-0.17644762992858887,-0.6075218319892883
-0.3751622140407562,-0.14638806879520416,-0.1846337616443634,0.08650133013725281,-0.21080303192138672,-0.7375764846801758
0.10275521129369736,-0.08529923111200333,-0.14912010729312897,0.02838103473186493,-0.14290207624435425,-0.8416194915771484
0.4446489214897156,0.37783536314964294,-0.2532130479812622,0.04865756630897522,-0.1282164454460144,-0.7799273729324341
0.35112646222114563,0.3760634660720825,-0.1471952646970749,0.12959234416484833,-0.06274813413619995,-0.6473276615142822
0.49709445238113403,0.17071373760700226,0.14769496023654938,0.10647846758365631,-0.019737720489501953,-0.544268012046814
0.6720567345619202,0.03518286719918251,0.02141675353050232,0.011925950646400452,0.011102914810180664,-0.49682843685150146
0.7666053175926208,0.20454855263233185,-0.1856004148721695,0.0385412722826004,0.056011736392974854,-0.4993894696235657
0.7119874358177185,0.22051751613616943,-0.13488292694091797,0.1288680136203766,0.11307096481323242,-0.35952794551849365
0.6200111508369446,-0.056012555956840515,0.01533622294664383,0.17846740782260895,0.1193132996559143,-0.31301528215408325
0.6079238653182983,-0.1494857221841812,0.01473582535982132,0.1453879177570343,0.12011003494262695,-0.30351555347442627
0.5335651636123657,-0.07689238339662552,-0.08813176304101944,0.12546564638614655,0.1536872386932373,-0.22322231531143188
0.3314674496650696,-0.060046207159757614,-0.11070937663316727,0.16767604649066925,0.19105398654937744,-0.01423555612564087
-0.14498363435268402,-0.39277639985084534,-0.14078564941883087,0.10062472522258759,0.17101049423217773,0.11665695905685425
-0.4426548182964325,-0.16284999251365662,-0.34722504019737244,-0.03379780054092407,0.1961914300918579,0.10786664485931396
-0.4316357970237732,0.4902859032154083,-0.6971531510353088,-0.06781938672065735,0.2579588294029236,0.28175127506256104
-0.7984078526496887,0.0583660863339901,-0.2665407061576843,0.13053010404109955,0.1915491819381714,0.4171938896179199
-0.6651964783668518,-0.3787365257740021,0.36502504348754883,0.05204485356807709,0.10520899295806885,0.22621077299118042
-0.037682563066482544,0.36389583349227905,0.16191835701465607,-0.06274807453155518,0.06844240427017212,0.1582469940185547
0.2293872833251953,1.0537034273147583,0.4189378023147583,0.054884254932403564,0.08020007610321045,0.3091278076171875
-0.06236712262034416,0.7370181083679199,0.7668382525444031,-0.020229892805218697,0.0760195255279541,0.3786243200302124
-0.17226968705654144,0.07101329416036606,0.4756931662559509,-0.13633279502391815,0.04227769374847412,0.25248706340789795
0.06317315995693207,-0.2138969600200653,0.07899066060781479,-0.17556223273277283,0.05296701192855835,0.09699738025665283
0.270791620016098,-0.004427814856171608,-0.10704883188009262,-0.10529553890228271,0.1397343873977661,0.1397891640663147
